source_site,source_url,source_path,file_name,size_bytes,modified_date,target_folder,priority,notes
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,allcarriers.jpg,allcarriers.jpg,55455,2024-11-10,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,all-free-thank-you-gif-cool-dog.gif,all-free-thank-you-gif-cool-dog.gif,45141,2023-02-09,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Auto.jpeg,Auto.jpeg,312670,2023-07-27,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,carriers 2024-01-21 16_42_49.png,carriers 2024-01-21 16_42_49.png,359914,2024-01-21,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,carriers.png,carriers.png,359914,2022-11-16,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Commercial Lines Photo.jpeg,Commercial Lines Photo.jpeg,9283,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Commercial.jpeg,Commercial.jpeg,6995801,2022-11-16,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,content (20).png,content (20).png,121957,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,content (21).png,content (21).png,360307,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,DALL·E June 26 2024.webp,DALL·E June 26 2024.webp,250214,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,DALL·E June 26 Banner (1).webp,DALL·E June 26 Banner (1).webp,203876,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,DALL·E June 26 Banner.webp,DALL·E June 26 Banner.webp,301002,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,DALL·E New Business Banner.webp,DALL·E New Business Banner.webp,333698,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Download (1).jpeg,Download (1).jpeg,8649,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,download.jpeg,download.jpeg,8596,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Follow up.png,Follow up.png,268078,2024-09-25,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,getpreview.png,getpreview.png,176474,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Gradient Icon Map Navigation App Logo.png,Gradient Icon Map Navigation App Logo.png,458129,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,homeowners (US) (Landscape)).png,homeowners (US) (Landscape)).png,32441812,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,HomeOwners.png,HomeOwners.png,1462323,2024-10-01,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,House.jpeg,House.jpeg,284484,2023-07-27,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,housedesign.png,housedesign.png,297206,2024-10-01,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,idea.png,idea.png,38270,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,igital Product.png,igital Product.png,131207,2024-09-25,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,images.jpeg,images.jpeg,7919,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Insurance lines of business collage.jpeg,Insurance lines of business collage.jpeg,13295,2024-10-01,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Insurance lines of business collage.png,Insurance lines of business collage.png,447431,2024-10-01,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Launcher.png,Launcher.png,754146,2025-07-13,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Learn more arrow vector.png,Learn more arrow vector.png,5662,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Life Insurance.png,Life Insurance.png,50791,2024-09-24,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Life Insurance2.png,Life Insurance2.png,35381,2024-09-24,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,life.png,life.png,2553282,2024-10-01,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,login  Profile Frame).png,login  Profile Frame).png,942480,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,login (Facebook Profile Frame).png,login (Facebook Profile Frame).png,1447063,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Login Here.png,Login Here.png,24369,2025-01-21,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Login Here2.png,Login Here2.png,5060,2025-01-21,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,login.png,login.png,31754,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Looking for the Best Solution For your Client.png,Looking for the Best Solution For your Client.png,1999312,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Modern California Home Front Exterior.jpg,Modern California Home Front Exterior.jpg,362069,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Operations Icon Workflow.webp,Operations Icon Workflow.webp,5454,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Operations Thumbnail.png,Operations Thumbnail.png,8943,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,PA.png,PA.png,150558,2024-09-25,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,personal lines.jpeg,personal lines.jpeg,1629864,2022-11-16,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,pesonalsutudy.webp,pesonalsutudy.webp,344444,2025-07-18,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,pets-3.png,pets-3.png,86031,2023-02-09,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,PL.jpeg,PL.jpeg,60701,2024-10-01,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,PowerofDataCollectio.mp4,PowerofDataCollectio.mp4,25244409,2023-08-25,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Profile Frame).png,Profile Frame).png,1462515,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Property thumbnail.jpg,Property thumbnail.jpg,24151,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,prospects App Logo.png,prospects App Logo.png,501886,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Red 3 Door Hatchback Thumbnail.png,Red 3 Door Hatchback Thumbnail.png,12875,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,renewal-time-to-renew-shutterstock.jpg,renewal-time-to-renew-shutterstock.jpg,41112,2023-02-09,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,request.png,request.png,104937,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,resources.jpeg,resources.jpeg,18502,2025-07-18,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Risk Solutions Group.png,Risk Solutions Group.png,1409026,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,rmat.png,rmat.png,5294697,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Roof shape.webp,Roof shape.webp,153004,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,roof.png,roof.png,2978701,2024-09-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screen Shot 2022-08-03 at 1.56.28 PM.png,Screen Shot 2022-08-03 at 1.56.28 PM.png,247563,2023-08-07,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-11-14 at 3.07.56 PM.png,Screenshot 2022-11-14 at 3.07.56 PM.png,387461,2022-11-14,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-11-14 at 3.19.26 PM.png,Screenshot 2022-11-14 at 3.19.26 PM.png,769002,2022-11-14,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-11-15 at 7.21.44 PM.png,Screenshot 2022-11-15 at 7.21.44 PM.png,488441,2022-11-16,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-11-16 at 7.53.43 AM.png,Screenshot 2022-11-16 at 7.53.43 AM.png,271214,2022-11-16,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-11-19 at 5.25.35 PM.png,Screenshot 2022-11-19 at 5.25.35 PM.png,636523,2022-11-19,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-11-19 at 6.35.08 PM.png,Screenshot 2022-11-19 at 6.35.08 PM.png,828997,2022-11-19,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-11-20 at 1.28.01 PM.png,Screenshot 2022-11-20 at 1.28.01 PM.png,1392524,2022-11-20,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-11-20 at 1.46.45 PM.png,Screenshot 2022-11-20 at 1.46.45 PM.png,378868,2022-11-20,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-11-20 at 2.02.06 PM.png,Screenshot 2022-11-20 at 2.02.06 PM.png,436054,2022-11-20,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-11-20 at 3.16.08 PM.png,Screenshot 2022-11-20 at 3.16.08 PM.png,234154,2022-11-20,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-11-30 at 8.28.13 AM.png,Screenshot 2022-11-30 at 8.28.13 AM.png,4164,2022-11-30,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-11-30 at 8.59.29 AM.png,Screenshot 2022-11-30 at 8.59.29 AM.png,21157,2022-11-30,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-12-01 at 8.41.32 AM.png,Screenshot 2022-12-01 at 8.41.32 AM.png,25796,2022-12-01,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-12-01 at 8.54.44 AM.png,Screenshot 2022-12-01 at 8.54.44 AM.png,18050,2022-12-01,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-12-01 at 8.56.55 AM.png,Screenshot 2022-12-01 at 8.56.55 AM.png,26250,2022-12-01,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-12-01 at 8.59.42 AM.png,Screenshot 2022-12-01 at 8.59.42 AM.png,79406,2022-12-01,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-12-01 at 9.01.07 AM.png,Screenshot 2022-12-01 at 9.01.07 AM.png,13850,2022-12-01,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-12-01 at 9.03.07 AM.png,Screenshot 2022-12-01 at 9.03.07 AM.png,29444,2022-12-01,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-12-09 at 6.25.50 PM.png,Screenshot 2022-12-09 at 6.25.50 PM.png,385076,2022-12-09,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-12-22 at 1.19.55 PM.png,Screenshot 2022-12-22 at 1.19.55 PM.png,296915,2022-12-22,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-12-22 at 1.28.13 PM.png,Screenshot 2022-12-22 at 1.28.13 PM.png,62837,2022-12-22,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-12-22 at 2.20.18 PM.png,Screenshot 2022-12-22 at 2.20.18 PM.png,363353,2023-08-07,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-12-22 at 4.22.50 PM.png,Screenshot 2022-12-22 at 4.22.50 PM.png,23236,2022-12-22,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-12-22 at 5.02.04 PM.png,Screenshot 2022-12-22 at 5.02.04 PM.png,411647,2022-12-22,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-12-22 at 5.25.01 PM.png,Screenshot 2022-12-22 at 5.25.01 PM.png,26521,2022-12-22,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-12-22 at 5.30.13 PM.png,Screenshot 2022-12-22 at 5.30.13 PM.png,103024,2022-12-22,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-12-22 at 5.36.32 PM.png,Screenshot 2022-12-22 at 5.36.32 PM.png,170295,2022-12-22,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-12-27 at 7.21.53 PM.png,Screenshot 2022-12-27 at 7.21.53 PM.png,201447,2022-12-28,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2023-04-30 at 6.31.29 PM.png,Screenshot 2023-04-30 at 6.31.29 PM.png,96383,2023-08-07,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2023-05-26 at 10.53.17 AM.png,Screenshot 2023-05-26 at 10.53.17 AM.png,174491,2023-08-07,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2023-05-26 at 2.10.48 PM.png,Screenshot 2023-05-26 at 2.10.48 PM.png,223733,2023-08-07,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2023-05-30 at 10.37.08 AM.png,Screenshot 2023-05-30 at 10.37.08 AM.png,51685,2023-08-07,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2023-05-30 at 10.46.05 AM.png,Screenshot 2023-05-30 at 10.46.05 AM.png,13888,2023-08-07,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2023-05-30 at 10.47.14 AM.png,Screenshot 2023-05-30 at 10.47.14 AM.png,41260,2023-08-07,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2023-05-30 at 10.52.39 AM.png,Screenshot 2023-05-30 at 10.52.39 AM.png,150129,2023-08-07,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2023-05-30 at 10.53.54 AM.png,Screenshot 2023-05-30 at 10.53.54 AM.png,34131,2023-08-07,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2023-05-30 at 10.54.58 AM.png,Screenshot 2023-05-30 at 10.54.58 AM.png,44719,2023-08-07,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2023-05-30 at 10.55.47 AM.png,Screenshot 2023-05-30 at 10.55.47 AM.png,57204,2023-08-07,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2023-05-30 at 10.57.48 AM.png,Screenshot 2023-05-30 at 10.57.48 AM.png,13983,2023-08-07,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2023-07-12 at 4.51.04 PM.png,Screenshot 2023-07-12 at 4.51.04 PM.png,2346,2023-08-07,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2023-07-21 at 11.04.13 PM.png,Screenshot 2023-07-21 at 11.04.13 PM.png,11514,2023-08-07,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2023-07-27 at 3.08.19 PM.png,Screenshot 2023-07-27 at 3.08.19 PM.png,56968,2023-08-07,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2023-07-27 at 6.22.40 PM.png,Screenshot 2023-07-27 at 6.22.40 PM.png,493364,2023-08-07,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2023-07-28 at 6.42.06 PM.png,Screenshot 2023-07-28 at 6.42.06 PM.png,680014,2023-08-07,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2023-07-28 at 7.44.48 PM.png,Screenshot 2023-07-28 at 7.44.48 PM.png,463560,2023-08-07,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2023-07-28 at 8.03.01 PM.png,Screenshot 2023-07-28 at 8.03.01 PM.png,139061,2023-08-07,05-Marketing/Brand-Guide/,P0,Images
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2023-07-28 at 8.04.18 PM.png,Screenshot 2023-07-28 at 8.04.18 PM.png,149004,2023-08-07,05-Marketing/Brand-Guide/,P0,Images
